,name,review
0,팜히어로사가, 중독 중독 ㅋㅋㅋ
1,팜히어로사가, 좋음
2,팜히어로사가, 일일 보너스 아이템 받고 싶지 않아요. 선택하지 않은 아이템이 출현하면 플레이에 엄청난 방해만 됩니다. 그것도 6~9시간이나! 받을 건지 말 건지 제발 선택하게 해 주세요.
3,팜히어로사가, 재밌네요.
4,팜히어로사가, 굳
5,팜히어로사가, 돼지 저금통을 채웠을 때 한두 게의 보너스 센서
6,팜히어로사가, 예전에 했는데 다시 해도 재미남
7,팜히어로사가, 재미나요
8,팜히어로사가, 재밌네요
9,팜히어로사가, 재밌어요
10,팜히어로사가, 꿀잼ㅎㅎ
11,팜히어로사가, 재미있는 게임입니다.
12,팜히어로사가, 오키
13,팜히어로사가, 너무 재미있어요 ^^
14,팜히어로사가, 재미있어요
15,팜히어로사가, 재미있네요~~^^
16,팜히어로사가, 굿
17,팜히어로사가, 최고~~~
18,팜히어로사가, 牛逼！
19,팜히어로사가, 꿀잼~~ㅎㅎ
20,팜히어로사가, 재미나고 좋은데 보너스가 너무 박하다
21,팜히어로사가, 짱입니다
22,팜히어로사가, 재미나요
23,팜히어로사가, 재미나네요
24,팜히어로사가, 완전 재밌어요
25,팜히어로사가, 시간 때우기 굿
26,팜히어로사가, 재미있는 게임입니다
27,팜히어로사가, 시간 때우기 좋아요
28,팜히어로사가, 진짜 재미있어요
29,팜히어로사가, 굿
30,팜히어로사가, 좋아요
31,팜히어로사가, 굿
32,팜히어로사가, 굿
33,팜히어로사가, 굿
34,팜히어로사가, 좋아요
35,팜히어로사가, 이동할 수 있는 숫자를 10개씩 더 넣어주면 좋을 거 같아요~한 개만 한 개만~결 국 없어서 못해요 재미있긴 한데 좋기도 하고
36,팜히어로사가, 계속 렉 걸려 할 수가 없어요ㅠㅠ
37,팜히어로사가, 중독성이 강해요 끈을수가없어요ㅋㅋ
38,팜히어로사가, 생각을 하면서도 단순하게 할 수 있는 묘한 중독성이 있는 게임입니다
39,팜히어로사가, 재미나요
40,팜히어로사가, 재밌네요
